Common Name,Double,Variable,SAO #,RA (hr),RA (min),Dec Deg,Dec Amin,Mag,Const,Sep,Description
,,,234236,5,59.0,-51,13.4,7,,,
,,,234251,6,0.8,-51,13.1,5.8,,,
,,,234252,6,0.6,-58,6.2,7.2,,,
,,,234253,6,0.9,-54,57.1,7.6,,,
,,,234271,6,2.8,-53,35.0,7,,,
,,,234275,6,3.4,-53,53.4,7.5,,,
,,,234282,6,4.0,-51,5.9,7.1,,,
,,,234291,6,4.4,-54,23.1,7.6,,,
,,,234298,6,5.1,-56,14.0,6.6,,,
,,,234299,6,5.3,-54,24.5,7.2,,,
,,,234330,6,7.9,-54,26.4,7.7,,,
,,,234350,6,9.5,-51,23.4,7.1,,,
,,,234359,6,10.3,-54,58.1,4.8,,,
,,,234361,6,10.6,-58,51.3,7.7,,,
,,,234379,6,12.8,-59,56.1,7.5,,,
,,,234384,6,13.7,-51,40.0,6.9,,,
,,,234387,6,13.7,-56,55.1,6.6,,,
,,,234418,6,16.3,-59,12.5,6.4,,,
,,,234419,6,16.8,-54,37.0,7.7,,,
,,,234420,6,17.1,-55,24.9,7.7,,,
,,,234426,6,17.8,-51,26.5,7.7,,,
,,,234427,6,17.6,-53,58.7,7.1,,,
,,,234430,6,17.8,-52,44.0,6.1,,,
,,,234434,6,18.1,-53,33.6,6.8,,,
,,,234441,6,18.5,-53,37.9,7.6,,,
,,,234442,6,18.8,-50,21.6,6.9,,,
,,,234456,6,20.6,-52,4.2,7,,,
,,,234461,6,21.4,-52,39.7,7.5,,,
,,,234463,6,21.8,-51,14.2,6.8,,,
,,,234465,6,21.7,-56,21.7,6.5,,,
,,,234468,6,22.3,-53,20.1,7,,,
,,,234473,6,22.9,-56,22.2,5.7,,,
,,,234475,6,23.6,-52,10.9,5.9,,,
Canopus,,,234480,6,23.9,-52,41.8,-0.9,Car,,
,,,234481,6,24.1,-50,31.8,7.7,,,
,,,234482,6,23.8,-58,32.7,6.6,,,
,,,234488,6,24.8,-52,48.4,6.3,,,
,,,234493,6,25.1,-55,43.6,7.7,,,
,,,234519,6,27.1,-58,0.1,5.7,,,
,,,234527,6,28.3,-59,37.1,7.6,,,
,,,234533,6,28.9,-59,46.4,7.7,,,
,,,234539,6,29.8,-50,14.3,5.3,,,
,,,234541,6,29.5,-56,51.2,5.2,,,
,,,234549,6,29.9,-59,35.4,6.7,,,
,,,234551,6,31.3,-51,49.6,5.6,,,
,,,234564,6,32.0,-58,45.2,5.8,,,
,,,234565,6,32.8,-50,28.4,7.7,,,
,,,234574,6,33.4,-52,19.8,6.1,,,
,,,234588,6,34.9,-53,16.9,7.5,,,
,,,234589,6,35.0,-52,58.5,4.4,,,
,,,234592,6,35.6,-50,17.8,6.8,,,
,,,234600,6,35.9,-56,13.7,7.6,,,
,,,234604,6,36.5,-50,19.5,7.2,,,
,,,234607,6,36.4,-57,32.4,7,,,
,,,234614,6,37.1,-52,20.8,7.6,,,
,,,234623,6,37.6,-55,20.6,6.9,,,
,,,234627,6,38.4,-52,56.0,6.5,,,
,,,234643,6,39.6,-52,49.9,7,,,
,,,234644,6,39.7,-53,27.1,7.2,,,
,,,234655,6,41.3,-52,41.8,7.7,,,
,,,234665,6,42.8,-50,27.1,6.9,,,
,,,234682,6,44.2,-54,43.9,6.8,,,
,,,234683,6,44.2,-54,41.7,6.6,,,
,,,234693,6,45.4,-52,12.1,6.3,,,
,,,234699,6,45.9,-52,24.6,5.7,,,
,,,234704,6,46.7,-54,41.7,6.4,,,
,,,234705,6,46.9,-51,15.9,5.3,,,
,,,234710,6,47.3,-55,32.4,5.6,,,
,,,234726,6,48.3,-57,39.4,7.3,,,
,,,234735,6,49.9,-50,36.8,2.8,,,
,,,234737,6,49.8,-53,37.4,4.4,,,
,,,234739,6,50.0,-55,54.2,7.7,,,
,,,234740,6,50.2,-52,48.0,7.5,,,
,,,234762,6,52.8,-54,5.4,6.5,,,
,,,234764,6,52.8,-59,20.5,6.4,,,
,,,234774,6,54.0,-50,36.9,6.1,,,
,,,234792,6,55.9,-56,57.1,7.5,,,
,,,234799,6,56.4,-57,34.4,7.5,,,
,,,234800,6,56.8,-51,0.9,7.2,,,
,,,234807,6,57.1,-55,2.9,7.7,,,
,,,234812,6,57.4,-56,6.1,7,,,
,,,234813,6,57.5,-55,40.1,7.1,,,
,,,234815,6,57.7,-52,38.6,6.9,,,
,,,234825,6,58.6,-56,23.7,6.4,,,
,,,234826,6,58.7,-55,43.7,6.1,,,
,,,234852,7,0.2,-56,54.4,7.7,,,
,,,234854,7,0.8,-51,24.2,5,,,
,,,234861,7,1.3,-50,28.0,7.3,,,
,,,234863,7,1.1,-58,56.5,6,,,
,,,234868,7,2.1,-50,25.8,7.7,,,
,,,234869,7,1.8,-56,37.3,7.6,,,
,,,234870,7,2.1,-54,3.5,7.6,,,
,,,234873,7,2.0,-57,18.9,7.1,,,
,,,234876,7,2.0,-59,27.6,7.2,,,
,,,234883,7,3.4,-52,25.5,6.6,,,
,,,234888,7,3.3,-57,30.2,7.6,,,
,,,234890,7,3.2,-59,10.7,5.7,,,
,,,234891,7,3.5,-55,56.9,7.2,,,
,,,234895,7,3.9,-50,39.7,7,,,
,,,234899,7,4.5,-50,22.3,7.5,,,
,,,234902,7,4.3,-56,45.0,5.3,,,
,,,234907,7,5.3,-50,21.6,6.5,,,
,,,234909,7,5.4,-52,36.6,7.7,,,
,,,234930,7,6.5,-57,46.7,7.7,,,
,,,234940,7,7.2,-51,58.1,6,,,
,,,234943,7,7.5,-52,12.3,6.5,,,
,,,234944,7,7.3,-59,43.0,6.5,,,
,,,234952,7,8.1,-57,19.9,6.9,,,
,,,234991,7,10.4,-55,35.3,7.7,,,
,,,235005,7,11.9,-56,9.4,6.6,,,
,,,235012,7,12.7,-51,12.7,7.2,,,
,,,235017,7,12.8,-57,29.4,6.8,,,
,,,235022,7,13.7,-53,40.1,6.8,,,
,,,235026,7,14.0,-50,28.3,6.9,,,
,,,235040,7,15.4,-52,30.1,6,,,
,,,235042,7,15.6,-50,29.9,7.5,,,
,,,235051,7,15.5,-58,32.6,7,,,
,,,235056,7,15.6,-58,48.3,7.3,,,
,,,235057,7,16.0,-54,57.7,7.5,,,
,,,235058,7,15.9,-55,44.0,7.6,,,
,,,235059,7,16.2,-54,2.5,7.3,,,
,,,235060,7,16.3,-54,13.6,7.6,,,
,,,235079,7,17.6,-59,15.7,7.3,,,
,,,235080,7,18.2,-51,2.9,7.6,,,
,,,235100,7,19.4,-55,58.3,7.2,,,
,,,235101,7,19.3,-58,3.2,6.9,,,
,,,235104,7,19.5,-57,26.9,7.1,,,
,,,235105,7,19.9,-52,33.9,7.4,,,
,,,235110,7,20.4,-52,18.8,6.4,,,
,,,235111,7,20.4,-52,18.7,7,,,
,,,235114,7,20.4,-56,17.7,6.7,,,
,,,235116,7,20.6,-52,5.2,5.5,,,
,,,235117,7,20.6,-52,11.9,7.2,,,
,,,235121,7,20.8,-51,24.3,6.6,,,
,,,235126,7,21.0,-50,51.3,7.2,,,
,,,235128,7,20.6,-58,40.4,7.7,,,
,,,235152,7,22.8,-52,31.2,7.5,,,
,,,235155,7,22.9,-55,34.7,6.9,,,
,,,235159,7,23.4,-53,30.5,7,,,
,,,235163,7,23.7,-53,40.2,7.3,,,
,,,235171,7,24.2,-58,29.6,6.6,,,
,,,235192,7,26.4,-51,1.1,5.1,,,
,,,235206,7,27.4,-51,24.1,6.9,,,
,,,235207,7,27.0,-59,34.7,7.7,,,
,,,235221,7,28.2,-58,4.4,6.6,,,
,,,235231,7,29.4,-52,22.8,7.7,,,
,,,235239,7,30.0,-52,39.1,5.9,,,
,,,235247,7,30.5,-50,36.6,6.7,,,
,,,235250,7,30.3,-57,12.6,7,,,
,,,235252,7,30.5,-54,24.0,5.9,,,
,,,235257,7,30.8,-51,9.5,7.5,,,
,,,235266,7,31.2,-56,37.5,7.6,,,
,,,235274,7,31.4,-57,56.4,7,,,
,,,235283,7,32.8,-53,33.3,7,,,
,,,235291,7,33.5,-50,35.1,6.8,,,
,,,235299,7,33.5,-59,11.9,7.2,,,
,,,235303,7,34.1,-50,50.5,7.5,,,
,,,235307,7,34.5,-52,58.3,7.6,,,
,,,235309,7,34.5,-54,3.9,7,,,
,,,235310,7,34.7,-51,28.5,6.3,,,
,,,235336,7,35.7,-52,32.0,4.9,,,
,,,235343,7,36.0,-55,53.3,6.4,,,
,,,235347,7,36.2,-53,49.2,7.5,,,
,,,235349,7,36.1,-57,17.8,6.8,,,
,,,235351,7,36.4,-54,11.2,6.8,,,
,,,235368,7,37.5,-51,25.3,7.3,,,
,,,235374,7,38.2,-51,38.7,7.3,,,
,,,235378,7,38.4,-54,7.0,7.7,,,
,,,235384,7,38.9,-50,34.6,7.6,,,
,,,235385,7,38.6,-56,13.8,6.8,,,
,,,235391,7,39.0,-53,16.4,6.2,,,
,,,235411,7,40.7,-55,39.1,7.5,,,
,,,235414,7,40.9,-54,42.4,6.8,,,
,,,235421,7,41.8,-56,18.9,6.8,,,
,,,235428,7,42.2,-55,10.7,6.9,,,
,,,235430,7,42.2,-58,37.9,6.4,,,
,,,235432,7,42.4,-56,8.8,7.3,,,
,,,235434,7,42.3,-58,40.2,7.5,,,
,,,235436,7,42.6,-59,18.0,7,,,
,,,235437,7,42.8,-55,18.8,7.6,,,
,,,235440,7,42.9,-58,13.8,6.2,,,
,,,235442,7,43.4,-52,10.0,6.6,,,
,,,235446,7,43.5,-54,14.5,6.9,,,
,,,235458,7,44.2,-50,27.5,6.8,,,
,,,235476,7,44.7,-54,38.4,7.7,,,
,,,235480,7,45.1,-50,17.3,7.5,,,
,,,235490,7,45.6,-56,43.4,6.4,,,
,,,235494,7,46.1,-51,33.0,7.3,,,
,,,235500,7,46.7,-50,59.9,7.5,,,
,,,235505,7,46.4,-59,5.4,7.5,,,
,,,235507,7,47.0,-50,11.1,7.2,,,
,,,235508,7,46.9,-52,20.8,7.1,,,
,,,235515,7,47.4,-53,20.0,7.6,,,
,,,235529,7,48.2,-54,42.8,6.7,,,
,,,235532,7,48.3,-56,28.3,6.2,,,
,,,235534,7,48.6,-52,41.1,7.4,,,
,,,235539,7,49.1,-56,24.6,5.5,,,
,,,235540,7,49.5,-54,48.7,7.4,,,
,,,235543,7,49.6,-55,4.7,7.2,,,
,,,235545,7,49.4,-59,22.7,7.6,,,
,,,235552,7,50.4,-50,30.5,5.8,,,
,,,235562,7,50.9,-59,38.8,7.3,,,
,,,235572,7,51.8,-55,42.2,7.4,,,
,,,235579,7,52.5,-54,22.0,5.8,,,
,,,235582,7,52.2,-59,36.8,7.4,,,
,,,235584,7,52.8,-50,31.3,7.2,,,
,,,235588,7,52.8,-52,58.3,7.4,,,
,,,235604,7,54.4,-50,10.2,7.5,,,
,,,235612,7,55.0,-52,35.0,6.4,,,
,,,235615,7,54.9,-57,18.2,5.5,,,
,,,235616,7,55.0,-54,38.5,7.6,,,
,,,235617,7,55.2,-52,54.2,7.1,,,
,,,235630,7,56.2,-51,20.3,6.7,,,
,,,235635,7,56.8,-52,59.0,3.6,,,
,,,235638,7,56.8,-59,7.6,6,,,
,,,235639,7,56.9,-57,25.8,7.4,,,
,,,235644,7,58.0,-52,17.6,7.6,,,
,,,235645,7,57.7,-57,28.8,7.2,,,
,,,235646,7,58.4,-51,26.9,6.4,,,
,,,235648,7,58.5,-54,34.1,7.7,,,
,,,235655,7,59.2,-51,28.0,7.3,,,
,,,235658,7,59.1,-54,32.8,7.5,,,
,,,235661,7,59.4,-52,32.6,7.2,,,
,,,235669,8,0.2,-55,13.0,7,,,
,,,235680,8,0.8,-54,9.1,5.9,,,
,,,235683,8,1.0,-57,27.0,7.5,,,
,,,235685,8,1.4,-51,26.4,7.7,,,
,,,235686,8,1.4,-54,30.9,6,,,
,,,235688,8,1.6,-50,36.4,7.4,,,
,,,235690,8,1.5,-55,27.3,6.3,,,
,,,235694,8,2.0,-54,39.8,6.6,,,
,,,235696,8,2.1,-55,36.3,7.5,,,
,,,235697,8,2.4,-51,26.4,7.3,,,
,,,235698,8,2.3,-55,32.4,6.8,,,
,,,235727,8,4.2,-54,28.6,7.6,,,
,,,235730,8,4.7,-50,35.4,6,,,
,,,235733,8,4.8,-54,59.4,7.4,,,
,,,235735,8,5.1,-53,6.5,5.4,,,
,,,235749,8,7.0,-51,56.4,6.8,,,
,,,235755,8,7.3,-56,38.9,7.4,,,
,,,235758,8,7.6,-54,3.9,7.6,,,
,,,235768,8,8.5,-52,37.1,7.1,,,
,,,235778,8,9.3,-51,0.8,7.4,,,
,,,235781,8,9.5,-51,50.6,6.5,,,
,,,235782,8,9.5,-52,34.5,7.2,,,
,,,235784,8,9.6,-56,5.2,5.8,,,
,,,235786,8,9.5,-59,32.5,6.6,,,
,,,235810,8,12.5,-54,8.8,7,,,
,,,235818,8,13.2,-52,14.2,7.2,,,
,,,235819,8,13.6,-50,11.8,5.4,,,
,,,235831,8,14.5,-56,45.4,7.7,,,
,,,235838,8,15.4,-50,26.9,6.4,,,
,,,235839,8,15.4,-52,3.6,6.5,,,
,,,235850,8,16.5,-52,45.6,7.1,,,
,,,235856,8,16.9,-53,37.6,7.2,,,
,,,235857,8,16.9,-53,42.1,7.7,,,
,,,235869,8,17.6,-58,41.9,7,,,
,,,235870,8,17.7,-55,53.6,7,,,
,,,235871,8,17.7,-55,46.5,6.9,,,
,,,235872,8,17.9,-59,10.0,6.4,,,
,,,235888,8,20.0,-51,56.5,6.8,,,
,,,235908,8,21.0,-52,13.7,6.6,,,
,,,235911,8,21.1,-52,35.2,7.2,,,
,,,235917,8,21.2,-57,58.4,6.1,,,
,,,235920,8,21.5,-58,6.9,7.6,,,
,,,235932,8,22.5,-59,30.6,1.7,,,
,,,235933,8,22.9,-52,7.4,5.9,,,
,,,235943,8,23.7,-55,19.2,7.5,,,
,,,235947,8,24.4,-55,47.4,7.1,,,
,,,235949,8,24.5,-53,44.2,7.5,,,
,,,235952,8,24.7,-55,21.9,6.8,,,
,,,235957,8,25.1,-55,28.4,6.7,,,
,,,235959,8,25.5,-51,43.7,5.2,,,
,,,235963,8,25.4,-55,44.9,7.1,,,
,,,235968,8,25.5,-58,8.0,6.9,,,
,,,235976,8,26.4,-52,48.5,6.1,,,
,,,235986,8,26.8,-55,21.8,7.4,,,
,,,235987,8,27.0,-51,7.7,7.1,,,
,,,235988,8,27.0,-52,42.3,7.1,,,
,,,235990,8,27.0,-51,28.4,7.5,,,
,,,235993,8,27.0,-55,20.0,7.7,,,
,,,236001,8,27.5,-55,0.7,6.4,,,
,,,236002,8,27.6,-53,5.3,5.1,,,
,,,236008,8,28.2,-51,46.2,7.6,,,
,,,236028,8,29.5,-54,12.7,6.6,,,
,,,236031,8,29.6,-55,25.0,7.7,,,
,,,236032,8,29.6,-55,11.4,6.4,,,
,,,236039,8,30.2,-51,8.1,7.2,,,
,,,236055,8,31.5,-54,23.6,6.2,,,
,,,236062,8,32.1,-53,12.7,5.8,,,
,,,236063,8,32.0,-56,22.3,7.6,,,
,,,236064,8,32.3,-50,58.3,7.7,,,
,,,236073,8,32.6,-55,7.4,7.2,,,
,,,236075,8,32.7,-55,28.2,7.4,,,
,,,236081,8,33.1,-56,23.8,7.2,,,
,,,236091,8,34.2,-53,4.3,6.9,,,
,,,236093,8,34.5,-51,5.6,6.6,,,
,,,236099,8,34.9,-58,47.7,7.6,,,
,,,236100,8,35.2,-54,12.4,6.9,,,
,,,236102,8,35.4,-51,49.2,7.5,,,
,,,236105,8,35.3,-58,13.5,5.4,,,
,,,236106,8,35.3,-58,0.6,4.8,,,
,,,236108,8,35.7,-52,19.3,7.6,,,
,,,236110,8,35.9,-50,58.2,6,,,
,,,236112,8,35.9,-56,22.5,7.2,,,
,,,236117,8,36.2,-56,42.7,6.9,,,
,,,236123,8,36.8,-52,30.9,7.3,,,
,,,236134,8,37.7,-54,59.7,7.5,,,
,,,236140,8,38.4,-53,43.3,7.7,,,
,,,236141,8,38.7,-51,16.5,7.3,,,
,,,236142,8,38.7,-53,5.4,6.5,,,
,,,236143,8,38.8,-53,31.4,7.6,,,
,,,236148,8,39.1,-55,56.5,7.4,,,
,,,236151,8,39.4,-53,26.4,5.6,,,
,,,236157,8,40.0,-53,3.3,5.4,,,
,,,236160,8,40.0,-53,15.7,7.3,,,
,,,236162,8,40.0,-53,51.1,7.4,,,
,,,236163,8,40.1,-51,56.5,7.5,,,
,,,236164,8,40.3,-52,55.3,3.7,,,
,,,236165,8,40.3,-53,0.9,5.7,,,
,,,236166,8,40.0,-59,32.8,6.8,,,
,,,236172,8,40.6,-51,0.8,7.4,,,
,,,236177,8,40.8,-52,48.1,7.3,,,
,,,236179,8,40.7,-57,32.7,6.5,,,
,,,236181,8,40.6,-59,45.7,4.4,,,
,,,236198,8,42.2,-52,58.1,7.4,,,
,,,236202,8,42.3,-53,6.0,5.7,,,
,,,236205,8,42.4,-53,6.9,5,,,
,,,236206,8,42.4,-55,46.5,6.1,,,
,,,236217,8,43.0,-53,4.7,7.6,,,
,,,236220,8,43.4,-52,12.5,7.4,,,
,,,236223,8,43.6,-53,31.5,7.6,,,
,,,236224,8,43.8,-50,39.2,7.4,,,
,,,236232,8,44.7,-54,42.4,2,,,
,,,236233,8,44.8,-53,4.7,7.4,,,
,,,236240,8,45.1,-58,43.4,7.3,,,
,,,236241,8,45.1,-58,43.5,6.9,,,
,,,236249,8,45.7,-52,58.3,7.6,,,
,,,236251,8,45.7,-55,51.4,6.8,,,
,,,236254,8,46.0,-54,57.6,6.5,,,
,,,236268,8,46.7,-56,46.2,4.6,,,
,,,236274,8,47.1,-58,4.6,7.7,,,
,,,236284,8,48.0,-52,51.0,6.4,,,
,,,236291,8,48.2,-57,39.5,7.4,,,
,,,236295,8,48.5,-55,27.0,7.6,,,
,,,236296,8,48.4,-58,13.6,7.4,,,
,,,236325,8,50.4,-51,53.8,7.5,,,
,,,236339,8,51.6,-57,38.0,5.7,,,
,,,236340,8,51.8,-55,48.6,6.7,,,
,,,236357,8,52.4,-56,14.5,7.4,,,
,,,236358,8,52.4,-55,20.5,6.9,,,
,,,236362,8,52.7,-52,7.7,6.6,,,
,,,236368,8,53.1,-56,39.0,6,,,
,,,236377,8,53.4,-56,31.2,7.3,,,
,,,236383,8,53.9,-52,28.4,7.6,,,
,,,236400,8,55.0,-54,42.0,7.1,,,
,,,236402,8,54.9,-58,14.4,6.3,,,
,,,236405,8,55.2,-54,57.9,5.7,,,
,,,236410,8,55.8,-51,35.2,7.4,,,
,,,236417,8,56.3,-52,43.4,4.8,,,
,,,236436,8,57.0,-59,13.8,5.3,,,
,,,236440,8,57.0,-59,13.6,7.5,,,
,,,236442,8,57.5,-50,45.0,7.4,,,
,,,236455,8,58.5,-50,15.0,7.6,,,
,,,236463,8,58.9,-54,38.0,7.5,,,
,,,236475,8,59.4,-59,5.3,5.2,,,
,,,236476,8,59.8,-51,30.3,7.4,,,
,,,236480,8,59.7,-54,14.2,7.4,,,
,,,236495,9,0.6,-51,33.3,6.7,,,
,,,236518,9,1.7,-52,11.3,5.4,,,
,,,236542,9,3.1,-53,33.0,6.5,,,
,,,236561,9,4.5,-52,30.7,7.4,,,
,,,236568,9,4.5,-56,20.5,6.7,,,
,,,236578,9,4.8,-57,51.2,6.5,,,
,,,236588,9,5.5,-50,17.2,7.4,,,
,,,236610,9,6.4,-59,12.4,7.7,,,
,,,236611,9,6.6,-55,48.2,6.2,,,
,,,236612,9,6.7,-52,31.8,7.4,,,
,,,236618,9,7.2,-51,12.7,6.5,,,
,,,236623,9,7.3,-57,27.8,6.6,,,
,,,236634,9,7.7,-59,11.1,7.5,,,
,,,236640,9,8.3,-51,26.2,7.5,,,
,,,236646,9,8.1,-58,7.8,6.9,,,
,,,236657,9,8.7,-54,22.2,7.5,,,
,,,236660,9,8.9,-53,35.6,6.9,,,
,,,236670,9,9.2,-59,16.2,7.4,,,
,,,236673,9,10.0,-52,5.0,6.3,,,
,,,236692,9,10.9,-59,52.3,7.7,,,
,,,236693,9,11.0,-58,58.0,3.6,,,
,,,236704,9,11.6,-54,2.2,6.7,,,
,,,236706,9,11.5,-57,37.1,7.3,,,
,,,236707,9,11.5,-57,58.1,6.6,,,
,,,236721,9,13.1,-53,30.3,7.4,,,
,,,236723,9,12.9,-59,24.9,5.6,,,
,,,236726,9,13.3,-53,59.0,7.5,,,
,,,236749,9,14.3,-55,34.2,5.2,,,
,,,236758,9,14.8,-55,38.4,7.1,,,
,,,236772,9,15.3,-58,23.3,6.1,,,
,,,236776,9,15.5,-56,15.7,7.6,,,
,,,236777,9,15.6,-57,34.7,6.3,,,
,,,236787,9,16.2,-57,32.5,4.2,,,
,,,236804,9,16.7,-56,45.0,7.6,,,
,,,236808,9,17.1,-59,16.5,2.3,,,
,,,236817,9,17.5,-55,56.1,7.3,,,
,,,236819,9,17.7,-54,29.7,6.3,,,
,,,236824,9,18.1,-51,3.1,5.3,,,
,,,236834,9,18.4,-57,16.4,6.7,,,
,,,236836,9,18.4,-59,38.8,7.5,,,
,,,236837,9,18.7,-51,33.6,5.9,,,
,,,236847,9,19.1,-56,21.9,6.9,,,
,,,236850,9,19.3,-58,55.8,7.1,,,
,,,236851,9,19.5,-55,11.2,6.4,,,
,,,236867,9,20.7,-53,15.3,7.1,,,
,,,236885,9,21.7,-56,54.2,7.3,,,
,,,236887,9,21.8,-55,30.9,5.7,,,
,,,236891,9,22.1,-55,0.6,2.6,,,
,,,236893,9,22.3,-55,57.6,7.5,,,
,,,236912,9,23.1,-52,53.1,7.6,,,
,,,236913,9,23.1,-53,49.2,6.9,,,
,,,236930,9,24.0,-51,44.2,6.1,,,
,,,236952,9,25.3,-54,27.8,6.9,,,
,,,236956,9,25.6,-53,15.1,6.9,,,
,,,236958,9,25.6,-55,0.4,7.5,,,
,,,236964,9,26.0,-53,50.4,7,,,
,,,236965,9,26.0,-56,5.4,7.6,,,
,,,236972,9,26.3,-53,22.7,5.2,,,
,,,236973,9,26.1,-59,44.6,7.3,,,
,,,236979,9,26.5,-54,52.5,7.2,,,
,,,236983,9,26.7,-53,30.9,7.5,,,
,,,236984,9,26.8,-51,46.2,7.5,,,
,,,236987,9,26.9,-54,21.1,6.9,,,
,,,236990,9,26.8,-59,34.7,6.6,,,
,,,237002,9,27.5,-58,5.7,7.3,,,
,,,237005,9,28.0,-53,31.0,7,,,
,,,237009,9,27.9,-57,19.8,7.5,,,
,,,237018,9,28.5,-59,9.0,7.4,,,
,,,237029,9,29.3,-52,25.5,7.4,,,
,,,237034,9,29.6,-50,36.2,7.3,,,
,,,237036,9,29.5,-56,32.2,7.7,,,
,,,237039,9,29.6,-58,17.9,6.8,,,
,,,237042,9,30.1,-51,31.0,5.6,,,
,,,237054,9,30.4,-55,13.9,7.2,,,
,,,237056,9,30.4,-58,21.7,5.8,,,
,,,237067,9,31.2,-57,2.1,3,,,
,,,237074,9,31.9,-56,59.3,7.3,,,
,,,237085,9,32.6,-57,31.3,7.4,,,
,,,237086,9,32.7,-54,49.9,7.3,,,
,,,237090,9,32.8,-57,5.7,7.3,,,
,,,237096,9,33.2,-57,53.0,7.2,,,
,,,237097,9,33.3,-57,57.8,7,,,
,,,237102,9,33.8,-54,2.4,7.6,,,
,,,237107,9,34.1,-51,15.3,5.2,,,
,,,237117,9,34.4,-59,13.8,4.2,,,
,,,237135,9,36.2,-52,32.7,7.3,,,
,,,237136,9,36.3,-51,30.8,7.5,,,
,,,237139,9,36.2,-58,1.5,7.7,,,
,,,237144,9,36.8,-52,56.7,6.1,,,
,,,237149,9,37.2,-53,40.1,5.5,,,
,,,237160,9,37.5,-59,53.4,7,,,
,,,237163,9,38.0,-54,13.1,6.9,,,
,,,237169,9,38.0,-59,24.0,7.6,,,
,,,237177,9,38.4,-57,31.8,7,,,
,,,237181,9,38.5,-59,10.5,7.6,,,
,,,237191,9,39.4,-52,56.6,7.5,,,
,,,237193,9,39.4,-54,45.2,6.9,,,
,,,237199,9,39.7,-53,15.5,7.6,,,
,,,237211,9,39.8,-59,17.1,7.5,,,
,,,237221,9,40.7,-57,59.0,5.4,,,
,,,237222,9,40.9,-54,59.0,7.3,,,
,,,237224,9,41.0,-57,15.5,5.8,,,
,,,237225,9,41.0,-59,2.4,7.3,,,
,,,237227,9,41.3,-51,38.0,7.5,,,
,,,237237,9,41.8,-55,12.8,6.2,,,
,,,237260,9,43.4,-51,13.7,6.5,,,
,,,237268,9,43.7,-53,53.5,5.7,,,
,,,237297,9,44.9,-57,34.1,7,,,
,,,237305,9,45.3,-54,14.9,7.3,,,
,,,237307,9,45.2,-59,28.6,7.4,,,
,,,237312,9,45.7,-52,17.1,7.3,,,
,,,237314,9,45.7,-57,11.1,6.6,,,
,,,237321,9,45.9,-58,47.7,6.3,,,
,,,237324,9,46.0,-59,2.8,7.2,,,
,,,237329,9,46.6,-50,34.6,7.5,,,
,,,237332,9,46.4,-59,21.2,6.8,,,
,,,237342,9,47.4,-56,45.7,7.7,,,
,,,237354,9,48.2,-56,12.0,7.5,,,
,,,237355,9,48.2,-54,23.8,7.3,,,
,,,237370,9,48.7,-56,24.7,6.1,,,
,,,237389,9,49.9,-58,48.6,7.7,,,
,,,237390,9,50.3,-50,26.1,7.6,,,
,,,237418,9,51.2,-59,25.5,5.8,,,
,,,237423,9,51.7,-54,39.5,7.2,,,
,,,237432,9,52.3,-52,39.0,7.3,,,
,,,237436,9,52.6,-51,42.8,7.6,,,
,,,237448,9,53.0,-55,22.4,6.7,,,
,,,237464,9,53.8,-51,8.8,6,,,
,,,237480,9,54.6,-58,25.3,6.7,,,
,,,237483,9,54.8,-50,14.6,5.9,,,
,,,237497,9,55.1,-57,23.0,6.8,,,
,,,237503,9,55.5,-58,44.4,7.6,,,
,,,237506,9,55.7,-59,6.4,7.1,,,
,,,237511,9,56.2,-53,37.2,6.8,,,
,,,237514,9,56.4,-51,20.2,6.5,,,
,,,237521,9,56.8,-57,39.3,7.4,,,
,,,237522,9,56.9,-54,34.1,3.7,,,
,,,237526,9,57.2,-52,38.3,6.1,,,
,,,237564,9,59.2,-58,7.7,7.2,,,
,,,237586,10,0.6,-56,56.8,6.4,,,
,,,237592,10,1.0,-50,28.7,7.2,,,
,,,237603,10,1.2,-56,5.8,6.6,,,
,,,237612,10,1.7,-53,21.9,6.5,,,
,,,237621,10,2.0,-57,21.0,6.1,,,
,,,237622,10,2.1,-54,58.9,7.6,,,
,,,237629,10,2.6,-56,15.4,7.3,,,
,,,237638,10,3.2,-52,2.8,7.6,,,
,,,237664,10,4.5,-51,47.9,7.5,,,
,,,237674,10,4.9,-52,1.5,7.2,,,
,,,237675,10,5.0,-51,18.8,6.6,,,
,,,237677,10,5.0,-56,53.9,6.9,,,
,,,237687,10,5.9,-54,35.6,7.7,,,
,,,237690,10,6.1,-52,11.3,6.8,,,
,,,237700,10,6.9,-51,4.7,7,,,
,,,237707,10,7.1,-54,33.8,7.6,,,
,,,237718,10,7.7,-58,22.4,7.6,,,
,,,237722,10,8.3,-58,11.9,6.6,,,
,,,237726,10,8.4,-56,26.2,7.3,,,
,,,237736,10,8.9,-51,48.7,5.1,,,
,,,237742,10,9.1,-58,2.4,7.6,,,
,,,237764,10,10.9,-59,9.3,7.6,,,
,,,237773,10,11.6,-58,49.7,6.2,,,
,,,237776,10,11.8,-58,3.6,6.1,,,
,,,237778,10,12.0,-54,59.1,7.4,,,
,,,237784,10,12.4,-52,9.8,6.4,,,
,,,237799,10,13.0,-59,55.1,6.4,,,
,,,237804,10,13.4,-51,14.0,5.5,,,
,,,237807,10,13.5,-51,45.4,6,,,
,,,237808,10,13.4,-56,35.2,6.4,,,
,,,237817,10,13.7,-53,14.5,7.6,,,
,,,237819,10,14.1,-54,59.6,7.6,,,
