Common Name,Double,Variable,SAO #,RA (hr),RA (min),Dec Deg,Dec Amin,Mag,Const,Sep,Description
,,,230506,21,4.4,-43,5.1,7.3,,,
,,,230507,21,4.5,-46,15.3,7.1,,,
,,,230515,21,5.6,-47,49.4,7.5,,,
,,,230516,21,5.5,-43,31.3,7.1,,,
,,,230518,21,5.7,-44,56.9,7,,,
,,,230519,21,6.3,-48,31.5,7.4,,,
,,,230521,21,6.4,-45,47.8,7.5,,,
,,,230523,21,6.4,-41,23.2,5.6,,,
,,,230532,21,7.6,-44,17.5,7.7,,,
,,,230535,21,7.7,-45,22.8,6.7,,,
,,,230536,21,7.9,-48,56.4,6.8,,,
,,,230538,21,8.0,-46,29.6,7.2,,,
,,,230552,21,9.7,-44,12.6,6.6,,,
,,,230555,21,10.1,-43,22.9,6.9,,,
,,,230562,21,10.7,-39,58.5,7,,,
,,,230575,21,12.2,-40,16.0,5.8,,,
,,,230581,21,13.5,-47,33.0,7,,,
,,,230582,21,13.8,-43,7.8,6.9,,,
,,,230585,21,14.3,-45,46.9,7,,,
,,,230587,21,14.2,-39,57.8,7.5,,,
,,,230591,21,15.0,-49,5.8,7,,,
,,,230596,21,15.2,-40,30.4,6.3,,,
,,,230614,21,17.9,-48,43.0,6.7,,,
,,,230619,21,18.4,-46,14.9,7.5,,,
,,,230620,21,18.4,-47,0.1,7,,,
,,,230621,21,18.4,-45,17.4,7.6,,,
,,,230622,21,18.4,-43,20.1,6.9,,,
,,,230625,21,19.2,-49,36.7,7.4,,,
,,,230628,21,19.3,-47,3.2,7.1,,,
,,,230643,21,20.8,-45,48.7,7.5,,,
,,,230644,21,20.7,-40,48.6,4.9,,,
,,,230656,21,22.7,-48,27.3,7.1,,,
,,,230659,21,23.4,-41,33.0,7.5,,,
,,,230660,21,23.5,-40,15.2,7.5,,,
,,,230662,21,24.0,-40,1.8,7.6,,,
,,,230665,21,24.3,-46,36.9,6.5,,,
,,,230667,21,24.4,-41,0.4,5.9,,,
,,,230676,21,25.4,-45,9.7,7.2,,,
,,,230679,21,25.7,-46,43.3,7.4,,,
,,,230687,21,26.6,-46,3.9,7,,,
,,,230691,21,27.0,-44,48.7,7.5,,,
,,,230692,21,27.0,-42,32.9,5.6,,,
,,,230713,21,29.8,-43,30.4,7.1,,,
,,,230716,21,30.2,-44,4.5,7.3,,,
,,,230726,21,32.1,-41,10.8,5.4,,,
,,,230737,21,33.4,-44,50.9,5.7,,,
,,,230739,21,34.0,-46,36.6,7.1,,,
,,,230741,21,34.3,-42,55.5,6.4,,,
,,,230748,21,36.4,-40,19.8,7.1,,,
,,,230762,21,37.7,-45,35.0,7.3,,,
,,,230776,21,39.7,-42,26.7,6.9,,,
,,,230778,21,39.9,-43,7.9,6.9,,,
,,,230784,21,40.5,-41,11.0,7,,,
,,,230786,21,40.7,-48,42.9,7.7,,,
,,,230807,21,43.0,-43,29.7,6.8,,,
,,,230822,21,45.3,-49,30.0,6.5,,,
,,,230832,21,46.2,-47,24.2,7.6,,,
,,,230846,21,48.2,-47,18.0,5.8,,,
,,,230848,21,48.6,-47,46.5,7,,,
,,,230854,21,49.7,-46,36.6,7.1,,,
,,,230858,21,50.0,-47,43.5,6.6,,,
,,,230873,21,52.1,-42,58.8,7.5,,,
,,,230874,21,52.5,-49,35.2,7.7,,,
,,,230875,21,52.4,-41,24.7,6.9,,,
,,,230887,21,53.3,-46,50.0,7.3,,,
,,,230902,21,55.8,-45,14.9,7.5,,,
,,,230903,21,55.9,-46,55.6,6.7,,,
,,,230906,21,56.8,-46,28.8,7.5,,,
,,,230909,21,57.1,-49,41.7,7.6,,,
,,,230920,21,58.5,-41,43.3,6.6,,,
,,,230921,21,58.6,-44,3.7,6.6,,,
,,,230936,22,0.5,-42,27.1,7.4,,,
,,,230938,22,1.1,-47,27.3,7.5,,,
,,,230961,22,3.6,-46,7.6,7.4,,,
,,,230976,22,6.0,-44,32.2,7.7,,,
,,,230977,22,6.0,-43,57.9,7,,,
,,,230992,22,8.2,-46,57.5,2.2,,,
,,,230999,22,8.6,-43,2.5,7.1,,,
,,,231001,22,9.6,-41,13.4,7.7,,,
,,,231005,22,9.9,-48,6.4,6.4,,,
,,,231019,22,11.4,-43,50.6,6.7,,,
,,,231028,22,12.5,-40,12.1,6.7,,,
,,,231031,22,13.0,-49,3.2,7.6,,,
,,,231040,22,13.9,-45,48.4,7.5,,,
,,,231045,22,14.6,-41,22.2,6.4,,,
,,,231052,22,15.5,-43,38.1,7.1,,,
,,,231053,22,15.6,-44,27.1,6.2,,,
,,,231055,22,15.6,-41,20.8,4.9,,,
,,,231063,22,16.4,-41,37.6,5.2,,,
,,,231074,22,18.7,-46,8.2,7.4,,,
,,,231086,22,20.4,-43,30.1,7.7,,,
,,,231105,22,22.7,-45,56.9,6.6,,,
,,,231110,22,22.9,-44,3.7,7.7,,,
,,,231111,22,23.1,-45,55.7,5.8,,,
,,,231116,22,23.4,-46,40.1,7.1,,,
,,,231120,22,24.4,-48,51.6,7.4,,,
,,,231121,22,24.5,-48,49.0,7.7,,,
,,,231123,22,24.6,-41,26.4,6.7,,,
,,,231134,22,25.9,-45,6.8,7.5,,,
,,,231135,22,26.1,-44,59.9,7.5,,,
,,,231145,22,27.4,-49,21.7,7.5,,,
,,,231154,22,29.3,-43,29.7,4,,,
,,,231161,22,29.7,-43,45.0,4.3,,,
,,,231163,22,29.8,-46,4.5,7.5,,,
,,,231168,22,30.3,-42,17.5,7.1,,,
,,,231170,22,30.7,-44,5.7,7.1,,,
,,,231172,22,31.0,-48,18.9,7.7,,,
,,,231175,22,31.0,-49,25.9,6.9,,,
,,,231184,22,31.8,-46,34.8,7.3,,,
,,,231186,22,32.0,-43,32.9,7.5,,,
,,,231188,22,32.2,-43,15.8,6.9,,,
,,,231192,22,33.9,-44,41.4,6.9,,,
,,,231211,22,36.5,-40,34.9,6.1,,,
,,,231213,22,36.6,-48,18.4,6.7,,,
,,,231214,22,36.7,-43,28.3,6.7,,,
,,,231217,22,37.0,-40,35.4,5.8,,,
,,,231223,22,37.8,-39,51.4,6.8,,,
,,,231225,22,38.1,-46,42.5,7.7,,,
,,,231232,22,38.6,-47,42.6,7.5,,,
,,,231238,22,39.9,-47,44.7,7.5,,,
,,,231240,22,40.1,-49,35.8,7.3,,,
,,,231245,22,40.9,-45,30.3,7.5,,,
,,,231249,22,41.1,-47,36.3,7.5,,,
,,,231257,22,42.6,-47,12.4,6.3,,,
,,,231258,22,42.6,-46,53.1,2.2,,,
,,,231260,22,42.7,-44,14.9,6.3,,,
,,,231265,22,43.5,-41,24.8,4.9,,,
,,,231272,22,44.8,-40,46.0,7.2,,,
,,,231278,22,45.7,-46,32.8,5.4,,,
,,,231284,22,46.1,-45,50.5,7.5,,,
,,,231285,22,46.1,-48,58.7,6.8,,,
,,,231287,22,46.5,-49,40.9,6.5,,,
,,,231290,22,46.7,-46,56.4,6.8,,,
,,,231293,22,46.8,-42,32.0,7.7,,,
,,,231296,22,47.1,-41,41.5,6.8,,,
,,,231298,22,47.4,-44,57.9,7.5,,,
,,,231307,22,48.5,-43,26.8,7.1,,,
,,,231327,22,51.3,-41,34.9,7.4,,,
,,,231330,22,51.8,-44,47.1,7.5,,,
,,,231332,22,52.3,-47,34.5,7.6,,,
,,,231333,22,52.4,-47,59.6,7.6,,,
,,,231334,22,52.4,-45,59.5,7.6,,,
,,,231339,22,53.0,-44,51.5,7.5,,,
,,,231341,22,53.2,-45,8.9,6.9,,,
,,,231343,22,53.6,-48,35.8,6.3,,,
,,,231352,22,55.2,-46,40.7,7.5,,,
,,,231353,22,55.3,-48,29.6,6.7,,,
,,,231354,22,55.3,-48,28.0,7,,,
,,,231356,22,55.5,-46,19.7,7.7,,,
,,,231360,22,55.9,-41,5.8,6.8,,,
,,,231361,22,55.9,-42,33.2,7.2,,,
,,,231364,22,56.8,-47,58.2,5.9,,,
,,,231376,22,58.6,-45,31.2,7.6,,,
,,,231380,22,59.2,-45,11.4,7.4,,,
,,,231387,23,0.4,-41,9.0,7.1,,,
,,,231388,23,0.8,-49,27.1,7.3,,,
,,,231390,23,0.9,-48,56.6,7.7,,,
,,,231393,23,1.1,-45,12.3,7.6,,,
,,,231398,23,1.8,-44,50.4,7.7,,,
,,,231402,23,2.4,-45,18.2,7.2,,,
,,,231403,23,2.5,-49,41.6,7.7,,,
,,,231409,23,2.9,-47,50.9,6.7,,,
,,,231415,23,3.7,-40,49.0,6.7,,,
,,,231419,23,4.0,-41,28.8,5.8,,,
,,,231432,23,5.7,-43,4.7,7.3,,,
,,,231439,23,6.4,-47,47.1,7.5,,,
,,,231444,23,6.9,-43,31.2,4.4,,,
,,,231445,23,7.2,-49,36.4,6.3,,,
,,,231458,23,9.1,-45,30.7,7.5,,,
,,,231464,23,10.0,-42,51.6,5.8,,,
,,,231465,23,10.2,-40,35.5,6,,,
,,,231467,23,10.3,-42,45.2,7.7,,,
,,,231468,23,10.3,-45,14.8,4.1,,,
,,,231470,23,10.4,-40,2.0,7.6,,,
,,,231486,23,12.0,-43,59.3,7.3,,,
,,,231493,23,13.2,-49,37.1,6.6,,,
,,,231512,23,15.0,-41,6.2,5.8,,,
,,,231532,23,16.6,-44,29.3,5.9,,,
,,,231533,23,16.8,-41,11.7,6.5,,,
,,,231538,23,18.0,-48,6.8,7.3,,,
,,,231539,23,18.1,-40,49.4,5.5,,,
,,,231542,23,18.7,-47,26.1,6.7,,,
,,,231550,23,19.7,-41,5.0,7.5,,,
,,,231553,23,20.0,-47,32.4,6.8,,,
,,,231569,23,22.2,-43,11.2,7.4,,,
,,,231583,23,23.3,-41,36.1,7.2,,,
,,,231587,23,23.8,-43,7.5,6.1,,,
,,,231590,23,24.0,-43,36.0,7.4,,,
,,,231622,23,29.0,-44,29.9,6.5,,,
,,,231637,23,30.6,-41,59.3,6.8,,,
,,,231642,23,31.4,-44,50.6,5.9,,,
,,,231643,23,31.9,-46,43.3,7.5,,,
,,,231645,23,31.9,-41,45.2,6.8,,,
,,,231655,23,32.7,-45,7.3,7,,,
,,,231672,23,34.8,-42,41.1,6.9,,,
,,,231675,23,35.1,-42,36.9,4.8,,,
,,,231692,23,36.5,-44,53.6,7.2,,,
,,,231707,23,37.8,-45,29.5,4.9,,,
,,,231715,23,38.9,-45,36.7,7.2,,,
,,,231718,23,39.4,-46,38.3,7.4,,,
,,,231719,23,39.5,-46,38.3,6.6,,,
,,,231726,23,40.0,-47,19.6,6.9,,,
,,,231744,23,41.9,-42,16.1,7.3,,,
,,,231749,23,43.1,-46,18.7,6.8,,,
,,,231754,23,43.9,-45,27.7,7.1,,,
,,,231756,23,44.0,-45,5.0,6.3,,,
,,,231758,23,44.2,-40,41.2,7.5,,,
,,,231759,23,44.2,-43,1.5,7.5,,,
,,,231769,23,46.0,-40,10.9,6.3,,,
,,,231773,23,46.5,-41,34.2,7.5,,,
,,,231774,23,46.5,-44,49.7,7.5,,,
,,,231781,23,47.4,-48,16.4,7,,,
,,,231788,23,48.8,-47,39.0,6.8,,,
,,,231789,23,48.9,-46,50.6,7.1,,,
,,,231800,23,49.9,-42,18.1,7.5,,,
,,,231804,23,50.6,-47,22.7,6.6,,,
,,,231806,23,51.0,-48,39.6,6.9,,,
,,,231807,23,51.0,-41,36.0,7.7,,,
,,,231814,23,51.7,-40,49.6,6.7,,,
,,,231815,23,51.8,-42,40.4,7.3,,,
,,,231842,23,54.6,-40,18.0,6,,,
,,,231874,23,59.1,-42,14.2,6.9,,,
,,,231888,0,0.3,-44,17.4,6.2,,,
,,,231892,0,0.5,-40,41.4,7.4,,,
,,,231895,0,1.1,-48,48.6,5.7,,,
,,,231898,0,1.3,-41,29.2,7.2,,,
,,,231901,0,1.7,-40,8.9,6.8,,,
,,,231916,0,4.6,-51,35.0,7.3,,,
,,,231920,0,5.1,-52,9.0,7.6,,,
,,,231922,0,5.3,-56,57.3,7.4,,,
,,,231923,0,5.6,-51,15.6,7.4,,,
,,,231930,0,7.4,-56,50.2,7.5,,,
,,,231932,0,7.4,-56,0.7,7.5,,,
,,,231943,0,9.0,-54,0.1,6.3,,,
,,,231947,0,9.1,-50,10.0,7.2,,,
,,,231967,0,12.1,-58,31.4,7.5,,,
,,,231973,0,12.8,-57,54.8,7.2,,,
,,,231976,0,13.9,-57,0.0,7.2,,,
,,,231979,0,14.2,-55,4.2,6.7,,,
,,,231987,0,16.9,-52,39.2,7,,,
,,,231988,0,16.9,-58,9.1,7.5,,,
,,,231993,0,18.3,-49,54.3,7.3,,,
,,,232001,0,19.6,-50,25.8,7.3,,,
,,,232008,0,22.3,-50,59.6,6.7,,,
,,,232015,0,23.1,-50,32.9,7.6,,,
,,,232017,0,23.5,-54,3.3,7.7,,,
,,,232027,0,24.7,-51,2.4,6.9,,,
,,,232028,0,24.7,-53,59.0,7.4,,,
,,,232035,0,25.6,-51,24.2,7.5,,,
,,,232052,0,28.0,-52,57.2,7.7,,,
,,,232055,0,28.7,-50,32.0,6.4,,,
,,,232087,0,33.5,-55,19.7,7.5,,,
,,,232090,0,34.0,-58,12.1,7.5,,,
,,,232091,0,34.4,-52,22.4,5.5,,,
,,,232099,0,35.5,-54,49.3,5.9,,,
,,,232105,0,36.0,-59,43.0,6.9,,,
,,,232114,0,37.3,-54,23.6,6.4,,,
,,,232134,0,39.2,-57,58.1,6.9,,,
,,,232143,0,40.3,-59,27.7,5.8,,,
,,,232145,0,40.5,-55,30.7,7.4,,,
,,,232148,0,40.8,-53,12.6,7.4,,,
,,,232152,0,41.8,-56,30.1,5.8,,,
,,,232162,0,43.4,-57,27.8,4.5,,,
,,,232168,0,45.0,-53,42.9,6.3,,,
,,,232177,0,46.4,-57,55.7,7.2,,,
,,,232180,0,46.6,-58,2.9,7.3,,,
,,,232195,0,49.2,-53,46.4,7.5,,,
,,,232201,0,49.9,-57,23.2,7.2,,,
,,,232203,0,50.7,-50,59.3,5.2,,,
,,,232221,0,53.9,-54,35.5,7.7,,,
,,,232222,0,54.2,-57,24.2,7.4,,,
,,,232227,0,55.9,-53,11.5,6.5,,,
,,,232245,0,58.7,-51,15.9,7.3,,,
,,,232251,0,59.8,-49,45.0,7.3,,,
,,,232254,1,0.2,-50,31.5,7.6,,,
,,,232258,1,0.7,-52,35.0,7.4,,,
,,,232268,1,2.0,-57,0.2,6,,,
,,,232306,1,8.4,-55,14.8,4.1,,,
,,,232315,1,9.4,-56,35.7,7.3,,,
,,,232324,1,10.1,-57,41.6,6.5,,,
,,,232325,1,10.3,-56,51.7,7.2,,,
,,,232350,1,14.3,-50,25.0,7.2,,,
,,,232352,1,14.4,-53,7.5,7,,,
,,,232353,1,14.7,-57,23.0,7.4,,,
,,,232356,1,15.0,-55,38.0,7.6,,,
,,,232371,1,18.0,-52,6.3,7.5,,,
,,,232377,1,19.3,-53,38.2,7.2,,,
,,,232381,1,19.9,-57,21.0,7.6,,,
,,,232385,1,20.4,-57,20.4,7.1,,,
,,,232389,1,21.3,-49,44.5,6.9,,,
,,,232390,1,21.4,-50,56.2,6.6,,,
,,,232398,1,22.2,-59,7.6,7.5,,,
,,,232418,1,25.3,-59,29.9,7,,,
,,,232424,1,26.9,-51,31.2,7.7,,,
,,,232433,1,29.5,-51,29.9,7.5,,,
,,,232437,1,29.5,-52,22.0,7.4,,,
,,,232443,1,30.3,-52,29.6,7,,,
,,,232445,1,31.0,-51,12.9,7.7,,,
,,,232446,1,31.3,-49,54.2,7.6,,,
,,,232465,1,34.2,-57,0.1,6.9,,,
,,,232470,1,35.2,-58,8.3,6.1,,,
,,,232477,1,36.7,-58,16.3,6.1,,,
Achernar,,,232481,1,37.7,-57,14.2,0.6,Eri,,
,,,232483,1,38.8,-53,26.3,7.5,,,
,,,232488,1,39.1,-56,25.7,6.9,,,
,,,232490,1,39.8,-56,11.7,5.3,,,
,,,232491,1,39.8,-55,9.0,7.6,,,
,,,232497,1,41.7,-50,2.3,6.7,,,
,,,232500,1,42.1,-55,51.9,7.7,,,
,,,232501,1,42.5,-53,44.4,5.6,,,
,,,232512,1,44.6,-51,1.2,7.6,,,
,,,232519,1,46.1,-50,49.0,5.5,,,
,,,232520,1,46.1,-53,31.4,5.1,,,
,,,232530,1,48.8,-51,37.9,7.6,,,
,,,232540,1,50.2,-58,56.4,7.4,,,
,,,232542,1,50.9,-50,12.4,6,,,
,,,232544,1,51.0,-54,16.8,7.6,,,
,,,232549,1,51.8,-49,59.7,7.7,,,
,,,232565,1,54.1,-57,55.2,7.5,,,
,,,232572,1,55.8,-55,4.3,6.9,,,
,,,232573,1,55.9,-51,36.8,3.7,,,
,,,232574,1,56.1,-49,50.2,6.5,,,
,,,232579,1,56.6,-58,28.3,7.7,,,
,,,232581,1,57.0,-51,46.2,6.1,,,
,,,232585,1,57.5,-52,12.0,7.7,,,
,,,232600,2,0.3,-55,0.8,6.6,,,
,,,232614,2,3.0,-53,2.2,7.3,,,
,,,232620,2,4.6,-54,52.9,6.5,,,
,,,232622,2,4.5,-58,20.7,7.6,,,
,,,232629,2,5.6,-51,59.5,7.6,,,
,,,232634,2,6.5,-55,5.0,7.2,,,
,,,232642,2,7.4,-59,40.8,7.6,,,
,,,232645,2,8.2,-55,31.6,7.7,,,
,,,232656,2,9.7,-51,43.9,6.9,,,
,,,232658,2,10.2,-50,50.0,6.3,,,
,,,232665,2,11.1,-59,9.1,7.5,,,
,,,232670,2,11.8,-54,2.9,7.6,,,
,,,232689,2,15.7,-52,12.5,7.2,,,
,,,232692,2,16.0,-52,53.4,7.1,,,
,,,232696,2,16.5,-51,30.7,3.8,,,
,,,232717,2,19.9,-55,56.7,5.6,,,
,,,232718,2,20.3,-50,18.2,7.3,,,
,,,232720,2,20.2,-56,5.9,7.7,,,
,,,232722,2,20.4,-56,47.1,6.9,,,
,,,232725,2,20.9,-52,57.8,7.6,,,
,,,232732,2,22.2,-59,45.6,7.5,,,
,,,232736,2,22.9,-51,5.6,6,,,
,,,232745,2,23.4,-56,48.8,6.7,,,
,,,232746,2,23.6,-55,37.1,7.2,,,
,,,232769,2,26.6,-51,42.2,7.5,,,
,,,232779,2,28.2,-50,18.2,7.1,,,
,,,232780,2,27.9,-58,8.4,7.6,,,
,,,232793,2,30.4,-51,22.6,7.3,,,
,,,232795,2,30.2,-57,48.6,6.8,,,
,,,232818,2,33.9,-51,5.6,6.3,,,
,,,232825,2,35.5,-50,51.2,7.1,,,
,,,232835,2,37.4,-52,32.6,5.3,,,
,,,232845,2,38.9,-54,50.2,7.5,,,
,,,232847,2,39.1,-52,56.1,6.9,,,
,,,232851,2,39.7,-59,34.1,7.4,,,
,,,232852,2,39.7,-59,34.1,7.2,,,
,,,232854,2,40.0,-57,40.1,7.7,,,
,,,232857,2,40.7,-54,33.0,5.3,,,
,,,232860,2,41.4,-53,19.2,7.7,,,
,,,232863,2,41.6,-56,17.8,7,,,
,,,232864,2,42.5,-50,48.2,5.4,,,
,,,232871,2,44.2,-52,34.2,6.3,,,
,,,232916,2,51.1,-57,11.6,7.4,,,
,,,232921,2,52.0,-49,52.2,7.1,,,
,,,232922,2,52.0,-50,12.8,7.7,,,
,,R Hor,232933,2,54.1,-50,52.3,6.1,Hor,,
,,,232934,2,54.1,-50,50.8,7.5,,,
,,,232937,2,54.3,-55,52.8,6.7,,,
,,,232950,2,57.6,-55,0.8,6.8,,,
,,,232956,2,58.9,-53,41.4,7.7,,,
,,,232958,2,59.1,-55,33.9,6.9,,,
,,,232961,2,59.6,-53,54.5,6.8,,,
,,,232981,3,3.6,-59,44.2,5.2,,,
,,,232983,3,4.5,-51,19.4,7.5,,,
,,,232987,3,4.8,-52,49.8,7.6,,,
,,,233015,3,10.0,-50,50.0,7.7,,,
,,,233023,3,10.6,-57,48.6,6.7,,,
,,,233033,3,12.0,-56,24.1,7.3,,,
,,,233037,3,12.5,-57,19.3,5.7,,,
,,,233049,3,14.9,-50,33.1,7.6,,,
,,,233050,3,14.9,-59,30.8,7,,,
,,,233071,3,18.9,-57,58.9,7.3,,,
,,,233086,3,22.2,-58,41.9,7.6,,,
,,,233088,3,22.4,-59,42.2,7.6,,,
,,,233106,3,24.6,-51,3.8,6.6,,,
,,,233109,3,24.4,-57,33.1,7.3,,,
,,,233112,3,25.4,-52,22.9,7.7,,,
,,,233133,3,28.3,-57,52.9,6.7,,,
,,,233144,3,31.3,-55,15.0,7.1,,,
,,,233148,3,32.0,-52,28.4,7.7,,,
,,,233152,3,32.6,-50,22.8,5.6,,,
,,,233163,3,34.2,-54,30.7,7.5,,,
,,,233169,3,34.7,-54,19.4,6.9,,,
,,,233172,3,35.1,-57,48.7,7.5,,,
,,,233178,3,36.5,-52,46.7,7.5,,,
,,,233181,3,36.9,-49,57.5,7.5,,,
,,,233194,3,38.1,-57,17.1,7.4,,,
,,,233197,3,38.2,-59,46.6,7.1,,,
,,,233208,3,39.7,-52,54.9,7.3,,,
,,,233209,3,39.6,-56,14.1,6.7,,,
,,,233231,3,42.4,-50,47.7,7.2,,,
,,,233238,3,43.1,-50,39.0,7,,,
,,,233250,3,44.3,-54,28.8,7.2,,,
,,,233252,3,44.6,-54,16.5,6.3,,,
,,,233257,3,44.8,-56,20.1,7.7,,,
,,,233259,3,45.2,-51,15.6,7.7,,,
,,,233270,3,47.3,-50,45.2,6.6,,,
,,,233280,3,48.4,-54,17.7,7,,,
,,,233283,3,48.8,-55,0.0,7,,,
,,,233290,3,49.4,-53,14.6,7.7,,,
,,,233291,3,49.6,-52,4.8,7.3,,,
,,,233301,3,51.5,-56,17.6,7.6,,,
,,,233321,3,54.6,-52,41.4,6.4,,,
,,,233347,3,58.7,-57,6.2,6.1,,,
,,,233350,3,59.6,-56,28.4,7,,,
,,,233354,4,0.2,-51,33.9,6.4,,,
,,,233362,4,0.7,-58,39.7,7.2,,,
,,,233363,4,1.0,-54,23.5,7.5,,,
,,,233375,4,3.0,-51,38.8,7.5,,,
,,,233384,4,3.7,-52,55.8,7.5,,,
,,,233386,4,3.9,-55,24.0,7.7,,,
,,,233395,4,5.3,-51,22.4,7.5,,,
,,,233406,4,8.0,-50,10.5,7.5,,,
,,,233431,4,12.0,-53,24.7,6.9,,,
,,,233440,4,13.8,-51,35.6,7.4,,,
,,,233441,4,13.6,-58,1.4,7.4,,,
,,,233444,4,14.2,-56,10.6,7.7,,,
,,,233456,4,15.9,-53,18.9,7.2,,,
,,,233457,4,16.0,-51,29.4,4.4,,,
,,,233463,4,16.5,-59,18.0,4.4,,,
,,,233472,4,18.3,-52,54.2,7.7,,,
,,,233476,4,18.7,-52,51.7,6,,,
,,,233480,4,18.8,-54,8.1,7.2,,,
,,,233489,4,20.9,-51,2.7,7.5,,,
,,,233505,4,24.2,-57,4.3,7.4,,,
,,,233506,4,24.2,-57,4.2,7.1,,,
,,,233512,4,25.5,-53,6.7,6.9,,,
,,,233550,4,31.4,-59,46.0,6.9,,,
,,,233564,4,34.0,-55,2.7,3.5,,,
,,,233601,4,38.1,-58,12.3,6.6,,,
,,,233605,4,39.1,-51,40.4,6.4,,,
,,,233609,4,38.9,-58,58.9,7.2,,,
,,,233622,4,40.3,-58,56.8,6.4,,,
,,,233624,4,40.8,-56,1.9,7.7,,,
,,,233638,4,42.8,-50,28.9,5.3,,,
,,,233644,4,43.2,-54,35.4,7.7,,,
,,,233646,4,43.5,-52,32.8,7.3,,,
,,,233647,4,43.7,-52,15.8,6.7,,,
,,,233664,4,44.3,-59,44.0,5.4,,,
,,,233682,4,47.1,-59,8.2,6.8,,,
,,,233690,4,48.2,-56,49.0,7.5,,,
,,,233694,4,49.1,-56,40.0,6.6,,,
,,,233697,4,49.6,-53,53.1,7.6,,,
,,,233704,4,50.4,-51,3.4,7.5,,,
,,,233706,4,50.1,-58,48.1,7.6,,,
,,,233709,4,50.9,-53,27.8,5.6,,,
,,,233710,4,50.9,-53,27.7,6.4,,,
,,,233715,4,51.4,-51,43.6,6.6,,,
,,,233719,4,52.5,-55,41.8,7.4,,,
,,,233733,4,54.9,-58,32.9,6.1,,,
,,,233734,4,55.1,-54,25.8,7.4,,,
,,,233742,4,56.3,-56,25.6,7.5,,,
,,,233750,4,56.9,-52,51.0,7.7,,,
,,,233757,4,57.1,-58,4.3,6.9,,,
,,,233762,4,58.0,-50,34.5,7.4,,,
,,,233766,4,58.0,-57,58.0,7.6,,,
,,,233767,4,58.0,-58,12.5,6.9,,,
,,,233771,4,58.5,-59,7.9,7.7,,,
,,,233796,5,2.3,-56,5.5,7.1,,,
,,,233803,5,3.2,-50,19.3,7.5,,,
,,,233811,5,4.8,-52,10.8,7.6,,,
,,,233814,5,5.0,-54,24.5,6.1,,,
,,,233817,5,5.1,-55,27.0,7.7,,,
,,,233821,5,5.4,-57,11.7,7.7,,,
,,,233822,5,5.5,-57,28.5,4.8,,,
,,,233837,5,7.6,-54,59.4,7.5,,,
,,,233871,5,12.4,-51,33.1,7.4,,,
,,,233880,5,13.5,-55,34.0,7.4,,,
,,,233883,5,13.3,-59,35.2,7.1,,,
,,,233884,5,13.7,-52,58.5,7.4,,,
,,,233886,5,13.9,-52,1.8,5.9,,,
,,,233893,5,15.3,-52,39.9,7,,,
,,,233895,5,15.6,-52,10.9,6.3,,,
,,,233916,5,17.7,-54,28.4,7,,,
,,,233925,5,18.9,-51,34.8,7.6,,,
,,,233926,5,19.4,-50,36.6,5.5,,,
,,,233940,5,21.4,-51,34.5,6.7,,,
,,,233945,5,21.6,-53,18.9,7.6,,,
,,,233949,5,21.9,-54,16.4,7.2,,,
,,,233952,5,22.4,-56,8.1,6.2,,,
,,,233953,5,23.1,-51,19.0,7.7,,,
,,,233955,5,22.9,-56,49.0,7.4,,,
,,,233962,5,24.2,-53,25.7,7.7,,,
,,,233964,5,24.7,-52,18.8,6.8,,,
,,,233965,5,24.8,-52,19.0,6.3,,,
,,,233973,5,25.2,-54,19.1,7.2,,,
,,,233977,5,26.1,-58,33.7,7.5,,,
,,,233981,5,26.3,-58,54.8,5.1,,,
,,,234009,5,30.7,-57,9.6,6.9,,,
,,,234025,5,33.6,-57,5.0,6.8,,,
,,,234026,5,33.7,-54,54.1,6.4,,,
,,,234031,5,34.4,-52,37.8,7.2,,,
,,,234037,5,35.0,-58,52.3,6.5,,,
,,,234047,5,36.4,-57,27.5,7.5,,,
,,,234054,5,37.6,-53,32.1,7.7,,,
,,,234059,5,38.3,-50,38.5,6.6,,,
,,,234063,5,38.4,-54,57.2,7.1,,,
,,,234065,5,38.3,-59,7.0,7.1,,,
,,,234073,5,39.1,-58,57.5,7.2,,,
,,,234085,5,40.7,-53,13.0,7.7,,,
,,,234090,5,41.2,-54,27.8,7.7,,,
,,,234112,5,44.2,-55,41.8,7.6,,,
,,,234115,5,44.3,-56,55.0,7.7,,,
,,,234123,5,45.5,-55,34.7,7.7,,,
,,,234128,5,46.5,-53,13.0,6.6,,,
,,,234134,5,47.3,-51,4.1,3.9,,,
,,,234137,5,47.2,-54,21.7,6,,,
,,,234152,5,49.9,-51,2.4,7.4,,,
,,,234154,5,49.8,-56,9.9,4.4,,,
,,,234158,5,50.2,-55,4.9,7.4,,,
,,,234160,5,50.3,-55,3.3,7.4,,,
,,,234162,5,50.5,-52,46.1,6.3,,,
,,,234169,5,50.9,-52,6.5,5,,,
,,,234179,5,52.4,-52,3.3,6.8,,,
,,,234180,5,52.3,-56,27.8,7.6,,,
,,,234181,5,52.3,-57,9.3,6,,,
,,,234191,5,54.2,-50,22.2,6.5,,,
,,,234199,5,54.8,-52,38.3,5.3,,,
,,,234200,5,55.0,-50,59.3,7.7,,,
,,,234205,5,54.9,-59,36.5,7.2,,,
,,,234212,5,55.9,-56,33.3,7.7,,,
,,,234222,5,57.2,-53,25.0,7.6,,,
,,,234224,5,57.2,-53,25.6,6.4,,,
